sample_ID,1,2,3,4,5,6,7,8,9,10
HiSo_PL4925_5,0.7929631414208319,0.7738154172954912,0.7604762119748602,0.7428923503814256,0.6525539582943312,,,,,
HiSo_PuuEke_2,0.869798311111156,0.8829833014480581,0.893688871053022,0.9028569855124117,0.8325047778738067,,,,,
HiSo_PuuEke_4,0.7652444193763605,0.7505538344305506,0.7472711808442443,0.7235562006794366,,,,,,
HiSo_PuuEke_1,1.0197771924014811,1.020158824608771,1.0027800783485712,1.010020420878549,1.014384698055191,,,,,
YuRi_PPL_DOM,0.9083991824170238,1.0105357829687942,1.0344888127636311,1.041694191044816,1.0568555135218753,1.0538560518800195,,,,
AmRi_PPL_DOM,0.9167223242427724,1.0379031394955118,1.0437436781094749,1.0503224330904377,1.0653322426106593,1.0577344421464303,,,,
CoRi_PPL_DOM,1.1443222429093018,1.1550594248141044,1.1805399094634008,1.2142120665159546,1.207771778566859,,,,,
Mar_PPL_DOM,0.5052108424871945,0.47865337222753107,0.48512367088029934,0.503585368742583,0.5128777901675255,0.5116181253401655,,,,
SuRi_filt_DOM,1.0751836701354986,1.0664778910650161,1.0573608966694756,1.0602374318910468,1.056038403441687,1.0630070841399695,1.0610571532110393,1.0562914051728147,,
HiSo_PL4535_8,0.2699580079666681,0.24462522828804575,0.23221516337005554,0.21606889781681163,0.21491641348290882,,,,,
CoRi_sed_BRA001,0.8945708509350419,0.997864475101213,0.9954263536747636,0.9652604873195011,0.9324440816598909,0.8321703784884443,,,,
CoRi_DOM_BRA001,0.898321162993457,1.0545216611308643,1.0547020820260495,1.062395058794541,1.0594225215525324,,,,,
AmRi_ap2014_3m,0.9209152999574707,0.8695760568102836,0.797642732023344,0.680244918035367,0.46371453187823086,,,,,
AmRi_ap2014_30m,0.94499265466215,0.8997625016761973,0.8260377077074975,0.696174922468002,0.4126742938209075,,,,,
AmRi_ap2014_49m,0.9355949376091544,0.8726756299678676,0.8153907234220125,0.6899769215689515,0.441676622630672,,,,,
AmRi_ju2014_3m,0.8304718944230961,0.845969851409688,0.7554773618629539,0.5914855916298134,0.38637435975842827,,,,,
AmRi_ju2014_30m,0.9400365686851759,0.8893887864256732,0.7894281016080544,0.5177142423410008,,,,,,
AmRi_ju2014_54m,0.9378602250157053,0.9166858243185764,0.7991007361607575,0.4391338574602632,,,,,,
AmRi_2005_3m,0.8157406339703611,0.7346829893896198,0.5793731680251025,0.35609190663928403,,,,,,
MaRi_2005_3m,1.014124181314409,0.8756000918653433,0.621996133342661,0.22575058074137144,,,,,,
TaRi_2014_3m,0.9151610179513258,0.9648838593369004,0.9308888657172265,0.8261112315404419,,,,,,
SoRi_2005_3m,0.7966326530612244,0.7844974477289114,0.7434848770820554,0.6871969782305263,0.5715612527129118,,,,,
NaRi_sed_pyrPB60,0.9819350067234424,0.6080236451140406,0.07234542353099609,0.02843964246660011,0.06830282709091749,,,,,
NaRi_sed_LO742,0.9110706090156842,0.754010321074333,0.27930641100876796,0.0800031902431106,0.029155576824757196,0.02264093517817087,0.04253046614218732,,,
Ant_05026E_8E24-26,0.29305764119257527,0.2605292940640136,0.22458391726813384,0.17411103320969887,0.07426726227604889,,,,,
NaRi_sed_oxPB60,0.8909943353764522,0.7950922427049155,0.6755988378391987,0.4640236527783931,0.34212376023971935,0.10678050153113978,0.022398403274243514,0.013551394689449416,0.04214024426244376,
TiSo_TS1,1.0553871806990585,1.0232028897030339,0.9148544921071525,0.6423381927072956,0.49864594485983077,0.45115352949134463,,,,
TiSo_TS2,0.8918845118526068,0.7772957628919943,0.5183525867155248,0.41767547930497917,0.4516795187295466,0.42166116411416127,,,,
TiSo_TS3,0.8007505195141357,0.7086580612421461,0.5050681068484255,0.34887032525737005,0.3360819408366922,0.4084655793332679,,,,
TiSo_TS4,0.5038926785319147,0.07970962429729742,0.09292373100527097,,,,,,,
TiSo_TS5,1.0235243845460658,1.0098105834535545,0.9978330608840811,0.9656796540517109,0.9456522861254087,0.894131724661997,0.6428406463398317,,,
TiSo_TS6,0.9747316005868348,1.0017859465618753,0.9653862044453353,0.9582002989563886,0.9137875850337986,0.5713344554774507,,,,
TiSo_TS10,1.031189337212028,1.0176253609557762,0.907153090805199,0.21230207735719794,,,,,,
TiSo_TS11,0.723247317290342,0.08775098158980048,0.020807812664814882,0.013975569436396983,,,,,,
TiSo_TS13,0.9366817919968018,0.525889630846333,0.06546670657302028,0.08185937294112706,,,,,,
TiSo_TS17,0.5701831236259881,0.29124448695864275,0.29573208275862073,0.2638164737185121,0.14690612342151865,,,,,
TiSo_TS18,1.07313285964549,1.0630873511843768,1.0649278091759868,1.0611384604853902,0.9959344898149061,0.8860748179168143,,,,
TiSo_TS20,0.8035117608782943,0.7453824490793741,0.6684867193249736,0.5940109899702524,0.6253731109340905,0.5415259271485473,,,,
LiWu_sed_LW1,0.7502565361736933,0.1092910303024414,0.011244065642438857,0.005611223707841032,0.006139811765265191,0.04473742813469068,,,,
LiWu_sed_LW3,0.5034844098993106,0.016427662183266932,0.002426020002758409,0.0006264979916523445,0.007004290895949649,0.010243883630842988,,,,
LiWu_sed_LW11,0.5007063028907487,0.05949203453367146,0.015681942344657196,0.006064279598219964,0.007306426316133247,0.01726448454229432,,,,
LiWu_sed_LW13,0.3353676143467029,0.03472617416487456,0.006126751151807229,0.0019429103375843964,0.0018846391601511502,0.0017593983720373475,,,,
LiWu_sed_LW17,1.045259385218457,0.7958580908265525,0.05296993840130506,0.008643775401913403,0.0019992646869409656,0.012436144630541868,,,,
LiWu_sed_LW21,0.5195388204273206,0.07524174327008476,0.010446262240275388,0.004811162050429482,0.0010919679259748843,0.0011434694867893844,,,,
LiWu_sed_H27,1.0185027966867142,0.7016895864863629,0.05472245744680851,0.014202189404112586,0.01823593540190681,0.048436601809829866,,,,
KoRi_sed_LO765,1.0228424427081233,1.0132234052552853,0.9678639190253449,0.8154053474270824,0.3672221787055279,0.03302149479014798,0.016590042735543903,,,
